city_development_index,relevent_experience,education_level,experience,company_size,last_new_job,training_hours_log1p,gender_Female,gender_Male,gender_Other,enrolled_university_Full time course,enrolled_university_Part time course,enrolled_university_no_enrollment,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,target
-0.3262131022400027,-1.5978920931947926,-0.1940335773171405,-1.056409151065739,-0.4299697986590819,-1.1876296323287348,1.246571301795344,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-1.1942405669422533,0.6258244873097911,-0.1940335773171405,-0.9084883746701728,-0.28925817163827905,-0.5871653798109829,-1.3084947767250057,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.064442067547525,-1.5978920931947926,-0.1940335773171405,-1.204329927461305,-0.4299697986590819,-1.1876296323287348,0.13958624836112085,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7365121115543416,0.6258244873097911,-0.1940335773171405,0.5707193892854878,2.6031474949004467,1.8146916302600247,-0.9064600568654245,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7365121115543416,-1.5978920931947926,1.2579699225840066,0.8665609420766199,-0.4299697986590819,1.8146916302600247,0.32927155582368395,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7365121115543416,0.6258244873097911,-3.098040577119435,-0.7605675982746068,0.41429996346573533,-1.1876296323287348,-0.3541934053691113,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.20452700905744411,0.6258244873097911,-0.1940335773171405,0.2748778364943557,-0.28925817163827905,0.013298872706768963,0.8944843032239043,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7365121115543416,0.6258244873097911,-0.1940335773171405,-0.9084883746701728,2.6031474949004467,0.013298872706768963,0.8842483878667016,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.22075182148178527,0.6258244873097911,-0.1940335773171405,0.7186401656810539,-0.5222140874838305,-0.5871653798109829,0.603207165655654,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7365121115543416,0.6258244873097911,-0.1940335773171405,-0.6126468218790407,-0.4299697986590819,-0.5871653798109829,0.8206647683241701,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.6959500804934887,0.6258244873097911,1.2579699225840066,0.2748778364943557,-0.4299697986590819,-0.5871653798109829,-0.9637393575728473,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7365121115543416,0.6258244873097911,-0.1940335773171405,1.162402494867752,-0.5003256121694833,-0.5871653798109829,1.2682664421653171,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.6797252680691476,0.6258244873097911,2.7099734224851537,1.6061648240544504,-0.4299697986590819,-0.5871653798109829,0.5481605507017684,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-2.0298184067958225,0.6258244873097911,-0.1940335773171405,-0.9084883746701728,0.41429996346573533,-0.5871653798109829,0.4443592244629891,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7365121115543416,0.6258244873097911,-0.1940335773171405,0.42279861288992177,0.41429996346573533,-0.5871653798109829,0.7645983000307689,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.6553880494326358,0.6258244873097911,-0.1940335773171405,-1.352250703856871,2.6031474949004467,-0.5871653798109829,2.1145705284652982,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.5452480699686082,0.6258244873097911,-0.1940335773171405,-0.7605675982746068,-0.4299697986590819,-0.5871653798109829,1.3705395907169158,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7365121115543416,0.6258244873097911,1.2579699225840066,1.6061648240544504,2.6031474949004467,1.2142273777422727,-0.2294129975898772,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7365121115543416,-1.5978920931947926,-0.1940335773171405,-1.204329927461305,0.41429996346573533,-0.5871653798109829,-0.8004307403250543,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7365121115543416,0.6258244873097911,-0.1940335773171405,1.6061648240544504,2.6031474949004467,1.8146916302600247,-1.8228461253350516,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.5499267686744184,-1.5978920931947926,1.2579699225840066,1.6061648240544504,-0.4299697986590819,1.8146916302600247,0.2939546522330388,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.6647601272481465,0.6258244873097911,-0.1940335773171405,-0.4647260454834747,-0.28925817163827905,0.6137631252245209,-0.11779311927422237,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.6553880494326358,0.6258244873097911,-0.1940335773171405,1.6061648240544504,-0.4299697986590819,-0.5871653798109829,0.4443592244629891,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.6101473196659728,0.6258244873097911,-0.1940335773171405,-0.31680526908790857,2.6031474949004467,-1.1876296323287348,-1.3084947767250057,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.6647601272481465,0.6258244873097911,-0.1940335773171405,-1.056409151065739,-0.5143967748715637,-0.5871653798109829,0.603207165655654,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.6553880494326358,0.6258244873097911,-0.1940335773171405,-0.1688844926923425,-0.4299697986590819,-0.5871653798109829,0.23866859575978405,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.7365121115543416,0.6258244873097911,-0.1940335773171405,-0.7605675982746068,0.41429996346573533,-0.5871653798109829,-0.6589663814709791,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.20452700905744411,0.6258244873097911,-0.1940335773171405,-0.31680526908790857,-0.5143967748715637,-0.5871653798109829,-0.9637393575728473,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.6647601272481465,0.6258244873097911,-0.1940335773171405,-0.31680526908790857,-0.4299697986590819,-0.5871653798109829,0.41273272668700095,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7365121115543416,0.6258244873097911,2.7099734224851537,1.6061648240544504,1.8214162336737643,-0.5871653798109829,0.9046222657357743,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-1.6647601272481465,0.6258244873097911,-0.1940335773171405,-0.9084883746701728,-0.5003256121694833,-0.5871653798109829,-0.6589663814709791,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.7365121115543416,0.6258244873097911,-0.1940335773171405,1.4582440476588843,2.6031474949004467,-1.1876296323287348,0.9344667462741952,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.6553880494326358,0.6258244873097911,1.2579699225840066,-0.31680526908790857,0.41429996346573533,-0.5871653798109829,-1.1568924553590603,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7689617364030239,0.6258244873097911,2.7099734224851537,1.6061648240544504,2.6031474949004467,1.8146916302600247,-1.3084947767250057,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7365121115543416,-1.5978920931947926,-0.1940335773171405,-1.204329927461305,-0.4299697986590819,-1.1876296323287348,-0.04117595965968615,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7365121115543416,-1.5978920931947926,-0.1940335773171405,-0.1688844926923425,-0.4299697986590819,-1.1876296323287348,-0.09163354331329965,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.785186548827365,0.6258244873097911,1.2579699225840066,1.6061648240544504,-0.28925817163827905,0.6137631252245209,1.0009985861256578,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.683158975575508,-1.5978920931947926,-1.6460370772182877,-1.056409151065739,-0.4299697986590819,-1.1876296323287348,-0.9064600568654245,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7689617364030239,-1.5978920931947926,1.2579699225840066,-0.1688844926923425,-0.4299697986590819,-0.5871653798109829,0.030271940047798748,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-1.6647601272481465,-1.5978920931947926,-0.1940335773171405,-0.02096371629677645,1.8214162336737643,-0.5871653798109829,1.504666728260207,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.7365121115543416,0.6258244873097911,-0.1940335773171405,1.3103232712633182,-0.28925817163827905,1.2142273777422727,-1.8228461253350516,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.7365121115543416,0.6258244873097911,-0.1940335773171405,-0.7605675982746068,-0.5222140874838305,-0.5871653798109829,-1.0885197653520815,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.8906478295855815,0.6258244873097911,-0.1940335773171405,1.4582440476588843,-0.4299697986590819,1.8146916302600247,0.6555342950849293,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-1.6647601272481465,0.6258244873097911,-0.1940335773171405,-0.31680526908790857,-0.5003256121694833,1.2142273777422727,1.0009985861256578,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.739945819060702,-1.5978920931947926,-0.1940335773171405,-0.1688844926923425,-0.4299697986590819,0.6137631252245209,0.2574196869986479,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.6647601272481465,0.6258244873097911,-0.1940335773171405,-1.426211092054654,-0.4299697986590819,0.013298872706768963,0.982411986618813,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7689617364030239,-1.5978920931947926,-0.1940335773171405,-0.1688844926923425,-0.4299697986590819,-0.5871653798109829,0.006987288505011707,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7365121115543416,0.6258244873097911,-0.1940335773171405,1.6061648240544504,-0.5143967748715637,-0.5871653798109829,0.23866859575978405,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.785186548827365,-1.5978920931947926,-1.6460370772182877,-1.426211092054654,-0.4299697986590819,-1.1876296323287348,-1.2299841242061562,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
